60.000000,110.000000,130.000000,409.100000
60.000000,117.000000,145.000000,479.000000
60.000000,103.000000,135.000000,340.000000
45.000000,109.000000,175.000000,282.400000
45.000000,117.000000,148.000000,406.000000
60.000000,102.000000,127.000000,300.000000
60.000000,110.000000,136.000000,374.000000
45.000000,104.000000,134.000000,253.300000
30.000000,109.000000,133.000000,195.100000
60.000000,98.000000,124.000000,269.000000
60.000000,103.000000,147.000000,329.300000
60.000000,100.000000,120.000000,250.700000
60.000000,106.000000,128.000000,345.300000
60.000000,104.000000,132.000000,379.300000
60.000000,98.000000,123.000000,275.000000
60.000000,98.000000,120.000000,215.200000
60.000000,100.000000,120.000000,300.000000
45.000000,90.000000,112.000000,300.000000
60.000000,103.000000,123.000000,323.000000
45.000000,97.000000,125.000000,243.000000
60.000000,108.000000,131.000000,364.200000
45.000000,100.000000,119.000000,282.000000
60.000000,130.000000,101.000000,300.000000
45.000000,105.000000,132.000000,246.000000
60.000000,102.000000,126.000000,334.500000
60.000000,100.000000,120.000000,250.000000
60.000000,92.000000,118.000000,241.000000
60.000000,103.000000,132.000000,211.000000
60.000000,100.000000,132.000000,280.000000
60.000000,102.000000,129.000000,380.300000
60.000000,92.000000,115.000000,243.000000
45.000000,90.000000,112.000000,180.100000
60.000000,101.000000,124.000000,299.000000
60.000000,93.000000,113.000000,223.000000
60.000000,107.000000,136.000000,361.000000
60.000000,114.000000,140.000000,415.000000
60.000000,102.000000,127.000000,300.000000
60.000000,100.000000,120.000000,300.000000
60.000000,100.000000,120.000000,300.000000
45.000000,104.000000,129.000000,266.000000
45.000000,90.000000,112.000000,180.100000
60.000000,98.000000,126.000000,286.000000
60.000000,100.000000,122.000000,329.400000
60.000000,111.000000,138.000000,400.000000
60.000000,111.000000,131.000000,397.000000
60.000000,99.000000,119.000000,273.000000
60.000000,109.000000,153.000000,387.600000
45.000000,111.000000,136.000000,300.000000
45.000000,108.000000,129.000000,298.000000
60.000000,111.000000,139.000000,397.600000
60.000000,107.000000,136.000000,380.200000
80.000000,123.000000,146.000000,643.100000
60.000000,106.000000,130.000000,263.000000
60.000000,118.000000,151.000000,486.000000
30.000000,136.000000,175.000000,238.000000
60.000000,121.000000,146.000000,450.700000
60.000000,118.000000,121.000000,413.000000
45.000000,115.000000,144.000000,305.000000
20.000000,153.000000,172.000000,226.400000
45.000000,123.000000,152.000000,321.000000
210.000000,108.000000,160.000000,1376.000000
160.000000,110.000000,137.000000,1034.400000
160.000000,109.000000,135.000000,853.000000
45.000000,118.000000,141.000000,341.000000
20.000000,110.000000,130.000000,131.400000
180.000000,90.000000,130.000000,800.400000
150.000000,105.000000,135.000000,873.400000
150.000000,107.000000,130.000000,816.000000
20.000000,106.000000,136.000000,110.400000
